name,price,status,shipping,free_returns,items_sold
Star Trek: Voyager #4 - VF/NM (1997),199,,499,,
X-Treme X-Men Comic 39 Cover A First Print 2004 Chris Claremont Igor Kordey,748,Pre-Owned,0,True,
X-treme X-Men #39 Vol. 1 2004 Marvel Comics 1st App High Grade G96-168,999,New (Other),199,True,
"Practice of Leadership : Developing the Next Generation of Leaders, Hardcover...",5056,Brand New,0,,
Marvel Tales #198  MARVEL Comics 1987 VF,700,New (Other),399,True,
"UNCANNY X-MEN #455 (Marvel, 1963) VF Chris Claremont/Alan Davis",800,Brand New,447,,
Heroes Reborn Dr Doom Comic Vol 1 No 1  Direct Edition Marvel Jan 2000 VG-Fine,699,Pre-Owned,550,True,
Marvel comics Exiles (2001 series) #61,450,Pre-Owned,974,,
"X-Men Unlimited #19 High Grade 9.2 White Pages, Tons of Pics, Gatefold Cover",999,New (Other),499,,
Heroes Reborn Doom #1 True Believers Ultimates 4 Doctor Doom Set of 4 Marvel,1825,Pre-Owned,0,,
Uncanny X-Men #455 • KEY 1st Appearance Hauk’ka! Psylocke Cover! (Marvel 2005),399,Pre-Owned,599,,
X-Men Black Sun #2 2000 Marvel Comics 8.0 Comic Book A92-10,899,New (Other),199,True,
X- Men Black Sun Vol.1 #2 Storm (2000),700,New (Other),577,,
Marvel Comics - X-Men Black Sun #2 - Storm - Comic Book,849,Pre-Owned,0,,
HEROS REBORN 1 DOOMSDAY (9.8)  MARVEL (b000),4000,,500,True,
Heroes Reborn: Doom #1 (Marvel Comics January 2000),1050,Pre-Owned,484,,
Heroes Reborn Doom #1 One-Shot 2000 Marvel Comics High Grade Comic Book W233-180,999,New (Other),199,True,
Marvel Tales #198 Spider-Man VF+ 1987 Steel Serpent,700,Pre-Owned,0,,
X-Men Black Sun #2 2000 Marvel Comics High Grade Comic Book G67-155,999,New (Other),199,True,
X-Men Black Sun #2 2000 Marvel Comics High Grade Comic Book H73-222,999,New (Other),199,True,
THE UNCANNY X-MEN - # 455 - APRIL 2005 - VF/VF+,289,,529,,
Heroes Reborn: Doomsday #1 - Marvel Comics 2000,599,Pre-Owned,685,,
Heroes Reborn Doomsday #1 1999 NM 9.4,1499,Pre-Owned,768,True,
Jury Psychology: Social Aspects of Trial Processes : Psychology in the Courtr...,20466,Brand New,0,,
"Future of Leadership Development, Hardcover by Kravis-Deroulet Leadership Con...",22054,Brand New,0,,
